Teff log(g) a1 a2 a3 a4 I1 beaming
90000.0 6.5 0.3649 -0.4246 0.4499 -0.1768 0.00199843 1.8652
100000.0 6.5 0.42 -0.5898 0.6214 -0.2394 0.0021851 1.8791
3750.0 6.75 1.6364 -1.8557 1.4121 -0.4452 2.55743e-06 -3.2178
4000.0 6.75 1.7533 -2.2369 1.8378 -0.6093 3.1699e-06 -2.8347
4250.0 6.75 1.8006 -2.4168 2.044 -0.6897 4.01534e-06 -2.4982
4500.0 6.75 1.8092 -2.4725 2.1142 -0.718 5.15171e-06 -2.2005
4750.0 6.75 1.8397 -2.5119 2.1422 -0.7251 6.61001e-06 -1.9356
5000.0 6.75 1.5513 -1.7004 1.269 -0.3935 8.80139e-06 -1.6987
5250.0 6.75 1.3513 -1.1431 0.6956 -0.1817 1.09492e-05 -1.4856
5500.0 6.75 1.0122 -0.2547 -0.186 0.1353 1.3364e-05 -1.2932
5750.0 6.75 0.5943 0.7837 -1.1794 0.4804 1.60371e-05 -1.1189
6000.0 6.75 0.2129 1.6687 -1.9785 0.7422 1.89404e-05 -0.9602
6250.0 6.75 -0.0284 2.1495 -2.3425 0.8393 2.20601e-05 -0.8153
6500.0 6.75 -0.1448 2.3098 -2.3918 0.8261 2.53994e-05 -0.6826
7000.0 6.75 -0.1745 2.1641 -2.078 0.6687 3.27876e-05 -0.4484
7500.0 6.75 -0.1346 1.9233 -1.7347 0.5166 4.12164e-05 -0.2486
8000.0 6.75 -0.1057 1.7937 -1.5637 0.4385 5.08107e-05 -0.0765
