Teff log(g) y1 y2 y
10000.0 6.0 0.834 -0.021 0.813
10200.0 6.0 0.858 -0.0241 0.8339
10400.0 6.0 0.8467 -0.0241 0.8226
10600.0 6.0 0.8239 -0.0271 0.7968
10800.0 6.0 0.82 -0.0301 0.7898999999999999
11000.0 6.0 0.8415 -0.033 0.8085
11200.0 6.0 0.8416 -0.0311 0.8105
11400.0 6.0 0.8165 -0.0361 0.7804
11600.0 6.0 0.8153 -0.0403 0.775
11800.0 6.0 0.8172 -0.0439 0.7733
12000.0 6.0 0.8225 -0.0454 0.7771
